OF_id,fornecedor,categoria,valor,prazo_entrega,dias_para_vencer,risk_score,prioridade,motivo_notificacao,assunto,mensagem,status_envio
304,Fornecedor_7,Tecnologia,15209.27,2023-03-02,-1185,0.3211276599993521,Baixa,prazo próximo do vencimento,Acompanhamento da OF 304 - prioridade Baixa,"Prezado fornecedor Fornecedor_7,

A Ordem de Fornecimento 304 apresenta prioridade Baixa no acompanhamento de entrega. O prazo registrado é 2023-03-02 00:00:00 e o escore de risco calculado é 0.32.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
305,Fornecedor_2,Insumos,11582.99,2023-11-13,-929,0.0838616903126482,Baixa,prazo próximo do vencimento,Acompanhamento da OF 305 - prioridade Baixa,"Prezado fornecedor Fornecedor_2,

A Ordem de Fornecimento 305 apresenta prioridade Baixa no acompanhamento de entrega. O prazo registrado é 2023-11-13 00:00:00 e o escore de risco calculado é 0.08.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
306,Fornecedor_1,Tecnologia,38697.49,2023-04-17,-1139,0.411357406018572,Média,prazo próximo do vencimento,Acompanhamento da OF 306 - prioridade Média,"Prezado fornecedor Fornecedor_1,

A Ordem de Fornecimento 306 apresenta prioridade Média no acompanhamento de entrega. O prazo registrado é 2023-04-17 00:00:00 e o escore de risco calculado é 0.41.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
307,Fornecedor_16,Tecnologia,17296.42,2023-05-12,-1114,0.2475924131230424,Baixa,prazo próximo do vencimento,Acompanhamento da OF 307 - prioridade Baixa,"Prezado fornecedor Fornecedor_16,

A Ordem de Fornecimento 307 apresenta prioridade Baixa no acompanhamento de entrega. O prazo registrado é 2023-05-12 00:00:00 e o escore de risco calculado é 0.25.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
308,Fornecedor_19,Tecnologia,12909.31,2023-09-20,-983,0.747025459365744,Alta,risco preditivo elevado; prazo próximo do vencimento,Acompanhamento da OF 308 - prioridade Alta,"Prezado fornecedor Fornecedor_19,

A Ordem de Fornecimento 308 apresenta prioridade Alta no acompanhamento de entrega. O prazo registrado é 2023-09-20 00:00:00 e o escore de risco calculado é 0.75.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
309,Fornecedor_3,Equipamentos,12235.86,2023-12-15,-897,0.219311592149046,Baixa,prazo próximo do vencimento,Acompanhamento da OF 309 - prioridade Baixa,"Prezado fornecedor Fornecedor_3,

A Ordem de Fornecimento 309 apresenta prioridade Baixa no acompanhamento de entrega. O prazo registrado é 2023-12-15 00:00:00 e o escore de risco calculado é 0.22.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
310,Fornecedor_10,Insumos,47254.78,2023-09-06,-997,0.2678372658428221,Baixa,prazo próximo do vencimento,Acompanhamento da OF 310 - prioridade Baixa,"Prezado fornecedor Fornecedor_10,

A Ordem de Fornecimento 310 apresenta prioridade Baixa no acompanhamento de entrega. O prazo registrado é 2023-09-06 00:00:00 e o escore de risco calculado é 0.27.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
311,Fornecedor_13,Tecnologia,49161.62,2023-07-15,-1050,0.3475908263208903,Baixa,prazo próximo do vencimento,Acompanhamento da OF 311 - prioridade Baixa,"Prezado fornecedor Fornecedor_13,

A Ordem de Fornecimento 311 apresenta prioridade Baixa no acompanhamento de entrega. O prazo registrado é 2023-07-15 00:00:00 e o escore de risco calculado é 0.35.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
312,Fornecedor_18,Medicamentos,38392.67,2023-07-24,-1041,0.3544314562003478,Baixa,prazo próximo do vencimento,Acompanhamento da OF 312 - prioridade Baixa,"Prezado fornecedor Fornecedor_18,

A Ordem de Fornecimento 312 apresenta prioridade Baixa no acompanhamento de entrega. O prazo registrado é 2023-07-24 00:00:00 e o escore de risco calculado é 0.35.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
313,Fornecedor_7,Medicamentos,45682.65,2023-04-06,-1150,0.6297426407327952,Média,prazo próximo do vencimento,Acompanhamento da OF 313 - prioridade Média,"Prezado fornecedor Fornecedor_7,

A Ordem de Fornecimento 313 apresenta prioridade Média no acompanhamento de entrega. O prazo registrado é 2023-04-06 00:00:00 e o escore de risco calculado é 0.63.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
314,Fornecedor_7,Insumos,9821.55,2023-11-17,-925,0.1781576222210159,Baixa,prazo próximo do vencimento,Acompanhamento da OF 314 - prioridade Baixa,"Prezado fornecedor Fornecedor_7,

A Ordem de Fornecimento 314 apresenta prioridade Baixa no acompanhamento de entrega. O prazo registrado é 2023-11-17 00:00:00 e o escore de risco calculado é 0.18.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
315,Fornecedor_14,Tecnologia,26852.59,2023-04-12,-1144,0.4095576968445669,Média,prazo próximo do vencimento,Acompanhamento da OF 315 - prioridade Média,"Prezado fornecedor Fornecedor_14,

A Ordem de Fornecimento 315 apresenta prioridade Média no acompanhamento de entrega. O prazo registrado é 2023-04-12 00:00:00 e o escore de risco calculado é 0.41.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
316,Fornecedor_9,Tecnologia,10247.83,2023-02-02,-1213,0.1610903010106399,Baixa,prazo próximo do vencimento,Acompanhamento da OF 316 - prioridade Baixa,"Prezado fornecedor Fornecedor_9,

A Ordem de Fornecimento 316 apresenta prioridade Baixa no acompanhamento de entrega. O prazo registrado é 2023-02-02 00:00:00 e o escore de risco calculado é 0.16.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
317,Fornecedor_5,Insumos,6879.06,2023-02-20,-1195,0.1990191587184582,Baixa,prazo próximo do vencimento,Acompanhamento da OF 317 - prioridade Baixa,"Prezado fornecedor Fornecedor_5,

A Ordem de Fornecimento 317 apresenta prioridade Baixa no acompanhamento de entrega. O prazo registrado é 2023-02-20 00:00:00 e o escore de risco calculado é 0.20.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
318,Fornecedor_3,Insumos,2465.96,2023-01-26,-1220,0.1903839466269682,Baixa,prazo próximo do vencimento,Acompanhamento da OF 318 - prioridade Baixa,"Prezado fornecedor Fornecedor_3,

A Ordem de Fornecimento 318 apresenta prioridade Baixa no acompanhamento de entrega. O prazo registrado é 2023-01-26 00:00:00 e o escore de risco calculado é 0.19.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
319,Fornecedor_3,Insumos,48621.6,2023-12-14,-898,0.4951817137229996,Média,prazo próximo do vencimento,Acompanhamento da OF 319 - prioridade Média,"Prezado fornecedor Fornecedor_3,

A Ordem de Fornecimento 319 apresenta prioridade Média no acompanhamento de entrega. O prazo registrado é 2023-12-14 00:00:00 e o escore de risco calculado é 0.50.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
320,Fornecedor_7,Insumos,43218.33,2023-05-29,-1097,0.5318777250868302,Média,prazo próximo do vencimento,Acompanhamento da OF 320 - prioridade Média,"Prezado fornecedor Fornecedor_7,

A Ordem de Fornecimento 320 apresenta prioridade Média no acompanhamento de entrega. O prazo registrado é 2023-05-29 00:00:00 e o escore de risco calculado é 0.53.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
321,Fornecedor_8,Equipamentos,39998.25,2023-04-23,-1133,0.6039654074072107,Média,prazo próximo do vencimento,Acompanhamento da OF 321 - prioridade Média,"Prezado fornecedor Fornecedor_8,

A Ordem de Fornecimento 321 apresenta prioridade Média no acompanhamento de entrega. O prazo registrado é 2023-04-23 00:00:00 e o escore de risco calculado é 0.60.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
322,Fornecedor_11,Equipamentos,8365.37,2023-12-16,-896,0.1753616927436805,Baixa,prazo próximo do vencimento,Acompanhamento da OF 322 - prioridade Baixa,"Prezado fornecedor Fornecedor_11,

A Ordem de Fornecimento 322 apresenta prioridade Baixa no acompanhamento de entrega. O prazo registrado é 2023-12-16 00:00:00 e o escore de risco calculado é 0.18.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
323,Fornecedor_6,Medicamentos,11100.4,2023-02-09,-1206,0.2977367111825225,Baixa,prazo próximo do vencimento,Acompanhamento da OF 323 - prioridade Baixa,"Prezado fornecedor Fornecedor_6,

A Ordem de Fornecimento 323 apresenta prioridade Baixa no acompanhamento de entrega. O prazo registrado é 2023-02-09 00:00:00 e o escore de risco calculado é 0.30.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
324,Fornecedor_7,Equipamentos,9310.46,2024-01-02,-879,0.5488803304100544,Média,prazo próximo do vencimento,Acompanhamento da OF 324 - prioridade Média,"Prezado fornecedor Fornecedor_7,

A Ordem de Fornecimento 324 apresenta prioridade Média no acompanhamento de entrega. O prazo registrado é 2024-01-02 00:00:00 e o escore de risco calculado é 0.55.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
325,Fornecedor_8,Insumos,24211.43,2023-03-29,-1158,0.7033456520269654,Alta,risco preditivo elevado; prazo próximo do vencimento,Acompanhamento da OF 325 - prioridade Alta,"Prezado fornecedor Fornecedor_8,

A Ordem de Fornecimento 325 apresenta prioridade Alta no acompanhamento de entrega. O prazo registrado é 2023-03-29 00:00:00 e o escore de risco calculado é 0.70.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
326,Fornecedor_13,Insumos,10292.77,2023-06-09,-1086,0.3135957188285861,Baixa,prazo próximo do vencimento,Acompanhamento da OF 326 - prioridade Baixa,"Prezado fornecedor Fornecedor_13,

A Ordem de Fornecimento 326 apresenta prioridade Baixa no acompanhamento de entrega. O prazo registrado é 2023-06-09 00:00:00 e o escore de risco calculado é 0.31.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
327,Fornecedor_17,Tecnologia,34886.51,2023-04-26,-1130,0.3462522574976957,Baixa,prazo próximo do vencimento,Acompanhamento da OF 327 - prioridade Baixa,"Prezado fornecedor Fornecedor_17,

A Ordem de Fornecimento 327 apresenta prioridade Baixa no acompanhamento de entrega. O prazo registrado é 2023-04-26 00:00:00 e o escore de risco calculado é 0.35.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
328,Fornecedor_6,Tecnologia,46554.81,2023-11-13,-929,0.3719015339849373,Baixa,prazo próximo do vencimento,Acompanhamento da OF 328 - prioridade Baixa,"Prezado fornecedor Fornecedor_6,

A Ordem de Fornecimento 328 apresenta prioridade Baixa no acompanhamento de entrega. O prazo registrado é 2023-11-13 00:00:00 e o escore de risco calculado é 0.37.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
329,Fornecedor_10,Insumos,9319.84,2023-05-17,-1109,0.5605913865487309,Média,prazo próximo do vencimento,Acompanhamento da OF 329 - prioridade Média,"Prezado fornecedor Fornecedor_10,

A Ordem de Fornecimento 329 apresenta prioridade Média no acompanhamento de entrega. O prazo registrado é 2023-05-17 00:00:00 e o escore de risco calculado é 0.56.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
330,Fornecedor_20,Equipamentos,5093.49,2023-04-04,-1152,0.6492087314433224,Média,prazo próximo do vencimento,Acompanhamento da OF 330 - prioridade Média,"Prezado fornecedor Fornecedor_20,

A Ordem de Fornecimento 330 apresenta prioridade Média no acompanhamento de entrega. O prazo registrado é 2023-04-04 00:00:00 e o escore de risco calculado é 0.65.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
331,Fornecedor_15,Equipamentos,30508.93,2023-06-14,-1081,0.1854116877301761,Baixa,prazo próximo do vencimento,Acompanhamento da OF 331 - prioridade Baixa,"Prezado fornecedor Fornecedor_15,

A Ordem de Fornecimento 331 apresenta prioridade Baixa no acompanhamento de entrega. O prazo registrado é 2023-06-14 00:00:00 e o escore de risco calculado é 0.19.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
332,Fornecedor_20,Tecnologia,17263.27,2023-11-02,-940,0.3833556305989308,Baixa,prazo próximo do vencimento,Acompanhamento da OF 332 - prioridade Baixa,"Prezado fornecedor Fornecedor_20,

A Ordem de Fornecimento 332 apresenta prioridade Baixa no acompanhamento de entrega. O prazo registrado é 2023-11-02 00:00:00 e o escore de risco calculado é 0.38.

Solicitamos confirmação do status da entrega e previsão atualizada, quando aplicável.

Esta mensagem foi gerada pelo protótipo de monitoramento de compras públicas.",simulado
